사용일자,호선명,역명,승차,하차
20221107,7호선,건대입구,13304,13929
20221107,2호선,건대입구,34580,36686
20221107,9호선,고속터미널,13765,19457
20221107,7호선,고속터미널,18949,14796
20221107,3호선,고속터미널,45742,44638
20221107,9호선,국회의사당,17412,18051
20221107,5호선,김포공항,7103,6735
20221107,9호선,김포공항,7025,10434
20221107,3호선,도곡,5566,5425
20221107,1호선,동대문,11308,11252
20221107,2호선,뚝섬,23002,24744
20221107,4호선,사당,28055,23583
20221107,2호선,사당,40165,43682
20221107,1호선,서울역,52389,47370
20221107,신림선,서울지방병무청,2660,2937
20221107,2호선,서초,23082,22038
20221107,3호선,수서,19385,19947
20221107,분당선,수서,15273,15380
20221107,1호선,시청,22070,21140
20221107,경부선,신도림,3905,4210
20221107,2호선,신도림,53997,50297
20221107,경부선,영등포,32860,30802
20221107,5호선,올림픽공원(한국체대),4858,4328
20221107,5호선,왕십리(성동구청),4544,5114
20221107,1호선,청량리(서울시립대입구),19540,20019
20221107,4호선,혜화,33386,32551
20221107,2호선,홍대입구,55672,58553
20221106,7호선,가산디지털단지,12660,11468
20221106,경부선,가산디지털단지,5757,7677
20221106,2호선,강남,34701,33554
20221106,7호선,강남구청,6639,7315
20221106,7호선,건대입구,8511,9076
20221106,2호선,건대입구,28155,29507
20221106,7호선,고속터미널,16324,9678
20221106,9호선,고속터미널,13074,18708
20221106,3호선,고속터미널,49738,46007
20221106,9호선,국회의사당,7191,5967
20221106,9호선,김포공항,6950,9844
20221106,5호선,김포공항,6598,6493
20221106,3호선,도곡,2376,2616
20221106,1호선,동대문,11022,11432
20221106,2호선,뚝섬,13677,13358
20221106,4호선,사당,18949,16834
20221106,2호선,사당,25762,28491
20221106,1호선,서울역,35989,37105
20221106,신림선,서울지방병무청,1578,1688
20221106,2호선,서초,13506,12811
20221106,분당선,수서,9299,9424
20221106,3호선,수서,12089,12220
20221106,1호선,시청,13225,13267
20221106,경부선,신도림,2584,3066
20221106,2호선,신도림,34378,34704
20221106,경부선,영등포,36520,37096
20221106,5호선,올림픽공원(한국체대),3070,2944
20221106,5호선,왕십리(성동구청),2801,3221
20221106,1호선,청량리(서울시립대입구),14436,14241
20221106,4호선,혜화,28653,30405
20221106,2호선,홍대입구,56992,57106
20221105,경부선,가산디지털단지,7284,9951
20221105,7호선,가산디지털단지,16828,15221
20221105,2호선,강남,59847,59447
20221105,7호선,강남구청,11186,12544
20221105,2호선,건대입구,37450,40774
20221105,7호선,건대입구,12583,13280
20221105,9호선,고속터미널,15578,23306
20221105,7호선,고속터미널,18024,13467
20221105,3호선,고속터미널,56560,58118
20221105,9호선,국회의사당,5485,5747
20221105,5호선,김포공항,7416,7585
20221105,9호선,김포공항,7578,11149
20221105,3호선,도곡,3681,3893
20221105,1호선,동대문,11365,11022
20221105,2호선,뚝섬,18569,18358
20221105,2호선,사당,36403,42475
20221105,4호선,사당,25861,22873
20221105,1호선,서울역,46683,46301
20221105,신림선,서울지방병무청,2154,2275
20221105,2호선,서초,13762,10012
20221105,분당선,수서,12020,12208
20221105,3호선,수서,15483,15249
20221105,1호선,시청,22709,24519
20221105,2호선,신도림,46806,47133
20221105,경부선,신도림,3195,3913
20221105,경부선,영등포,45312,48295
20221105,5호선,올림픽공원(한국체대),3560,3157
20221105,5호선,왕십리(성동구청),3659,4601
20221105,1호선,청량리(서울시립대입구),19487,19988
20221105,4호선,혜화,37801,39595
20221105,2호선,홍대입구,75495,85241
20221104,7호선,가산디지털단지,48849,48216
20221104,경부선,가산디지털단지,19462,22846
20221104,2호선,강남,88889,88337
20221104,7호선,강남구청,18460,20660
20221104,2호선,건대입구,40161,44190
20221104,7호선,건대입구,14762,15347
20221104,7호선,고속터미널,20073,15815
20221104,9호선,고속터미널,15545,22300
20221104,3호선,고속터미널,53308,55282
20221104,9호선,국회의사당,17619,17975
20221104,9호선,김포공항,8050,12189
20221104,5호선,김포공항,8154,7640
20221104,3호선,도곡,5598,5710
20221104,1호선,동대문,11944,10519
20221104,2호선,뚝섬,26120,27433
20221104,2호선,사당,43651,48813
20221104,4호선,사당,30371,26145
20221104,1호선,서울역,59662,59072
20221104,신림선,서울지방병무청,2876,3023
20221104,2호선,서초,24720,21820
20221104,3호선,수서,21031,20791
20221104,분당선,수서,16092,17048
20221104,1호선,시청,29414,29513
20221104,경부선,신도림,4363,4712
20221104,2호선,신도림,54302,54168
20221104,경부선,영등포,45168,47539
20221104,5호선,올림픽공원(한국체대),5140,4440
20221104,5호선,왕십리(성동구청),4943,5780
20221104,1호선,청량리(서울시립대입구),21809,21746
20221104,4호선,혜화,41140,40457
20221104,2호선,홍대입구,68539,76695
20221103,경부선,가산디지털단지,19992,23014
20221103,7호선,가산디지털단지,48839,49172
20221103,2호선,강남,84018,81368
20221103,7호선,강남구청,18593,20739
20221103,2호선,건대입구,37324,39485
20221103,7호선,건대입구,14441,14933
20221103,7호선,고속터미널,16462,13869
20221103,9호선,고속터미널,13856,17390
20221103,3호선,고속터미널,43358,41509
20221103,9호선,국회의사당,17927,18356
20221103,9호선,김포공항,6909,11150
20221103,5호선,김포공항,7067,7070
20221103,3호선,도곡,5627,5700
20221103,1호선,동대문,11379,10933
20221103,2호선,뚝섬,24413,26214
20221103,4호선,사당,28618,24325
20221103,2호선,사당,42175,46346
20221103,1호선,서울역,52637,50876
20221103,신림선,서울지방병무청,2672,2995
20221103,2호선,서초,24918,22799
20221103,분당선,수서,15053,15688
20221103,3호선,수서,19180,19689
20221103,1호선,시청,28222,29000
20221103,2호선,신도림,51921,51641
20221103,경부선,신도림,4557,4653
20221103,경부선,영등포,39908,41083
20221103,5호선,올림픽공원(한국체대),5103,4370
20221103,5호선,왕십리(성동구청),4807,5421
20221103,1호선,청량리(서울시립대입구),21386,21168
20221103,4호선,혜화,38952,38686
20221103,2호선,홍대입구,62497,66206
20221102,경부선,가산디지털단지,20232,23195
20221102,7호선,가산디지털단지,48777,49183
20221102,2호선,강남,82572,79724
20221102,7호선,강남구청,18707,20764
20221102,7호선,건대입구,14245,14875
20221102,2호선,건대입구,36690,38839
20221102,3호선,고속터미널,41213,39392
20221102,9호선,고속터미널,13026,16629
20221102,7호선,고속터미널,15655,13710
20221102,9호선,국회의사당,18284,18964
20221102,5호선,김포공항,7152,7112
20221102,9호선,김포공항,6745,10974
20221102,3호선,도곡,5603,5752
20221102,1호선,동대문,11566,10905
20221102,2호선,뚝섬,24478,26429
20221102,2호선,사당,41240,44990
20221102,4호선,사당,28232,23795
20221102,1호선,서울역,50193,49702
20221102,신림선,서울지방병무청,2603,2855
20221102,2호선,서초,24385,22505
20221102,3호선,수서,19156,19537
20221102,분당선,수서,14885,15316
20221102,1호선,시청,29083,29093
20221102,경부선,신도림,4656,4798
20221102,2호선,신도림,51631,51154
20221102,경부선,영등포,38937,40144
20221102,5호선,올림픽공원(한국체대),5118,4429
20221102,5호선,왕십리(성동구청),4755,5423
20221102,1호선,청량리(서울시립대입구),21040,21018
20221102,4호선,혜화,40555,40442
20221102,2호선,홍대입구,60105,63347
20221101,경부선,가산디지털단지,20078,23507
20221101,7호선,가산디지털단지,48893,49190
20221101,2호선,강남,81819,78721
20221101,7호선,강남구청,18494,20593
20221101,7호선,건대입구,13989,14610
20221101,2호선,건대입구,36296,38290
20221101,9호선,고속터미널,12863,16656
20221101,7호선,고속터미널,15911,13797
20221101,3호선,고속터미널,40259,38727
20221101,9호선,국회의사당,17450,18227
20221101,5호선,김포공항,7035,6897
20221101,9호선,김포공항,6977,9927
20221101,3호선,도곡,5400,5454
20221101,1호선,동대문,11548,10926
20221101,2호선,뚝섬,24073,25673
20221101,4호선,사당,27619,23385
20221101,2호선,사당,40214,44296
20221101,1호선,서울역,50185,48097
20221101,신림선,서울지방병무청,2597,2917
20221101,2호선,서초,24263,22273
20221101,분당선,수서,14694,15329
20221101,3호선,수서,18463,19096
20221101,1호선,시청,29081,29006
20221101,2호선,신도림,50697,49845
20221101,경부선,신도림,4554,4683
20221101,경부선,영등포,38878,39933
20221101,5호선,올림픽공원(한국체대),5169,4491
20221101,5호선,왕십리(성동구청),4785,5423
20221101,1호선,청량리(서울시립대입구),21411,21308
20221101,4호선,혜화,36908,36719
20221101,2호선,홍대입구,59513,62132
20221031,7호선,가산디지털단지,48261,48639
20221031,경부선,가산디지털단지,19639,22733
20221031,2호선,강남,79691,76872
20221031,7호선,강남구청,17549,19356
20221031,2호선,건대입구,35605,37806
20221031,7호선,건대입구,13781,14470
20221031,3호선,고속터미널,42015,40727
20221031,7호선,고속터미널,17079,14181
20221031,9호선,고속터미널,13060,17198
20221031,9호선,국회의사당,16983,17703
20221031,9호선,김포공항,7036,10032
20221031,5호선,김포공항,7227,6915
20221031,3호선,도곡,5571,5524
20221031,1호선,동대문,11584,11013
20221031,2호선,뚝섬,23279,25249
20221031,4호선,사당,26783,22649
20221031,2호선,사당,38605,42642
20221031,1호선,서울역,51812,49852
20221031,신림선,서울지방병무청,2735,3106
20221031,2호선,서초,23772,21714
20221031,분당선,수서,14845,15036
20221031,3호선,수서,18428,18976
20221031,1호선,시청,27624,27940
20221031,경부선,신도림,4671,4666
20221031,2호선,신도림,49275,48738
20221031,경부선,영등포,38698,40225
20221031,5호선,올림픽공원(한국체대),5035,4391
20221031,5호선,왕십리(성동구청),4435,5089
20221031,1호선,청량리(서울시립대입구),20983,20777
20221031,4호선,혜화,34457,34893
20221031,2호선,홍대입구,57913,61461
20221030,경부선,가산디지털단지,5596,7332
20221030,7호선,가산디지털단지,11863,10989
20221030,2호선,강남,36245,33716
20221030,7호선,강남구청,6605,7278
20221030,2호선,건대입구,27821,28957
20221030,7호선,건대입구,8241,8606
20221030,3호선,고속터미널,48668,46693
20221030,7호선,고속터미널,16774,9916
20221030,9호선,고속터미널,13394,19832
20221030,9호선,국회의사당,5837,5559
20221030,9호선,김포공항,6702,9776
20221030,5호선,김포공항,6634,6421
20221030,3호선,도곡,2312,2569
20221030,1호선,동대문,10592,11021
20221030,2호선,뚝섬,13888,13849
20221030,4호선,사당,18637,17045
20221030,2호선,사당,25900,28675
20221030,1호선,서울역,38311,39081
20221030,신림선,서울지방병무청,1583,1831
20221030,2호선,서초,13338,12390
20221030,3호선,수서,11843,12252
20221030,분당선,수서,9538,9461
20221030,1호선,시청,13734,12788
20221030,경부선,신도림,2694,2950
20221030,2호선,신도림,32477,33353
20221030,경부선,영등포,36966,35795
20221030,5호선,올림픽공원(한국체대),3568,3535
20221030,5호선,왕십리(성동구청),2646,3278
20221030,1호선,청량리(서울시립대입구),14271,14575
20221030,4호선,혜화,27950,29549
20221030,2호선,홍대입구,62517,57812
20221029,경부선,가산디지털단지,7636,9897
20221029,7호선,가산디지털단지,16576,14957
20221029,2호선,강남,61621,63943
20221029,7호선,강남구청,11618,13326
20221029,2호선,건대입구,38615,42961
20221029,7호선,건대입구,12289,12942
20221029,3호선,고속터미널,59658,59574
20221029,7호선,고속터미널,19097,13350
20221029,9호선,고속터미널,16821,24611
20221029,9호선,국회의사당,10507,10748
20221029,5호선,김포공항,7964,7780
20221029,9호선,김포공항,8448,12258
20221029,3호선,도곡,4054,4443
20221029,1호선,동대문,11793,11692
20221029,2호선,뚝섬,19393,18949
20221029,4호선,사당,28340,25123
20221029,2호선,사당,38749,44432
20221029,1호선,서울역,56563,52503
20221029,신림선,서울지방병무청,2196,2366
20221029,2호선,서초,13944,11552
20221029,3호선,수서,16918,16662
20221029,분당선,수서,13070,13346
20221029,1호선,시청,29385,33730
20221029,경부선,신도림,3814,4278
20221029,2호선,신도림,47784,48794
20221029,경부선,영등포,46400,48998
20221029,5호선,올림픽공원(한국체대),4764,4535
20221029,5호선,왕십리(성동구청),3902,5003
20221029,1호선,청량리(서울시립대입구),20529,21319
20221029,4호선,혜화,39569,41401
20221029,2호선,홍대입구,84196,102651
20221028,7호선,가산디지털단지,48021,47875
20221028,경부선,가산디지털단지,19802,22991
20221028,2호선,강남,91725,90765
20221028,7호선,강남구청,18698,21200
20221028,7호선,건대입구,14571,15595
20221028,2호선,건대입구,42555,45598
20221028,9호선,고속터미널,16889,22606
20221028,3호선,고속터미널,54990,54840
20221028,7호선,고속터미널,20732,15819
20221028,9호선,국회의사당,18635,19155
20221028,5호선,김포공항,9075,8427
20221028,9호선,김포공항,9175,12676
20221028,3호선,도곡,5706,5676
20221028,1호선,동대문,12266,11076
20221028,2호선,뚝섬,26329,28316
20221028,4호선,사당,31632,26912
20221028,2호선,사당,45253,50532
20221028,1호선,서울역,61206,60155
20221028,신림선,서울지방병무청,2606,2832
20221028,2호선,서초,23902,22710
20221028,3호선,수서,21388,21144
20221028,분당선,수서,16405,17231
20221028,1호선,시청,29943,29985
20221028,2호선,신도림,54986,55364
20221028,경부선,신도림,4751,4969
20221028,경부선,영등포,46503,48757
20221028,5호선,올림픽공원(한국체대),5516,4812
20221028,5호선,왕십리(성동구청),5112,5824
20221028,1호선,청량리(서울시립대입구),22332,22593
20221028,4호선,혜화,43563,42587
20221028,2호선,홍대입구,73720,85831
20221027,7호선,가산디지털단지,48587,49285
20221027,경부선,가산디지털단지,20190,23456
20221027,2호선,강남,86413,83154
20221027,7호선,강남구청,18816,20949
20221027,7호선,건대입구,15571,17501
20221027,2호선,건대입구,39419,43501
20221027,7호선,고속터미널,16994,14231
20221027,3호선,고속터미널,45106,42348
20221027,9호선,고속터미널,14670,18030
20221027,9호선,국회의사당,18204,18842
20221027,5호선,김포공항,7711,7498
20221027,9호선,김포공항,7476,11263
20221027,3호선,도곡,5633,5668
20221027,1호선,동대문,12074,11427
20221027,2호선,뚝섬,24447,26327
20221027,2호선,사당,43466,47697
20221027,4호선,사당,29716,24807
20221027,1호선,서울역,54756,53221
20221027,신림선,서울지방병무청,2801,2973
20221027,2호선,서초,24231,23611
20221027,3호선,수서,19696,19987
20221027,분당선,수서,15265,15934
20221027,1호선,시청,29069,29198
20221027,2호선,신도림,53466,53029
20221027,경부선,신도림,4703,4801
20221027,경부선,영등포,41576,42993
20221027,5호선,올림픽공원(한국체대),5814,4869
20221027,5호선,왕십리(성동구청),4967,5651
20221027,1호선,청량리(서울시립대입구),22002,21892
20221027,4호선,혜화,40021,40443
20221027,2호선,홍대입구,65167,69114
20221026,경부선,가산디지털단지,20321,23461
20221026,7호선,가산디지털단지,49100,49572
20221026,2호선,강남,85789,82544
20221026,7호선,강남구청,18788,21050
20221026,7호선,건대입구,15140,16728
20221026,2호선,건대입구,38061,41869
20221026,9호선,고속터미널,13813,17441
20221026,7호선,고속터미널,16191,14169
20221026,3호선,고속터미널,43541,40750
20221026,9호선,국회의사당,18679,19387
20221026,9호선,김포공항,7332,11177
20221026,5호선,김포공항,7436,7423
20221026,3호선,도곡,5568,5685
20221026,1호선,동대문,11932,11263
20221026,2호선,뚝섬,24593,26528
20221026,4호선,사당,29150,24524
20221026,2호선,사당,42807,46692
20221026,1호선,서울역,53323,52499
20221026,신림선,서울지방병무청,2849,3186
20221026,2호선,서초,24910,24105
20221026,분당선,수서,14872,15322
20221026,3호선,수서,19029,19477
20221026,1호선,시청,28757,29284
20221026,경부선,신도림,4654,4813
20221026,2호선,신도림,53232,52619
20221026,경부선,영등포,40868,41625
20221026,5호선,올림픽공원(한국체대),5336,4757
20221026,5호선,왕십리(성동구청),4850,5529
20221026,1호선,청량리(서울시립대입구),21335,21478
20221026,4호선,혜화,42323,41175
20221026,2호선,홍대입구,62835,66440
20221025,경부선,가산디지털단지,20431,23387
20221025,7호선,가산디지털단지,49624,50021
20221025,2호선,강남,86204,82248
20221025,7호선,강남구청,18736,20623
20221025,7호선,건대입구,14283,14629
20221025,2호선,건대입구,36169,38300
20221025,9호선,고속터미널,13630,17400
20221025,7호선,고속터미널,15961,14027
20221025,3호선,고속터미널,42925,40375
20221025,9호선,국회의사당,18437,19163
20221025,5호선,김포공항,7063,6914
20221025,9호선,김포공항,7225,10427
20221025,3호선,도곡,5606,5547
20221025,1호선,동대문,12004,11325
20221025,2호선,뚝섬,24168,26127
20221025,4호선,사당,30212,24848
20221025,2호선,사당,43617,46985
20221025,1호선,서울역,52070,51386
20221025,신림선,서울지방병무청,2914,3159
20221025,2호선,서초,24801,23521
20221025,분당선,수서,15031,15326
20221025,3호선,수서,19076,19421
20221025,1호선,시청,28481,28450
20221025,경부선,신도림,4573,4745
20221025,2호선,신도림,51895,51412
20221025,경부선,영등포,39935,41203
20221025,5호선,올림픽공원(한국체대),5214,4487
20221025,5호선,왕십리(성동구청),4734,5321
20221025,1호선,청량리(서울시립대입구),21518,21481
20221025,4호선,혜화,37525,35178
20221025,2호선,홍대입구,61178,64113
20221024,경부선,가산디지털단지,19736,23115
20221024,7호선,가산디지털단지,49088,49293
20221024,2호선,강남,82761,79641
20221024,7호선,강남구청,17930,19593
20221024,7호선,건대입구,13527,14230
20221024,2호선,건대입구,34824,37117
20221024,7호선,고속터미널,16740,14008
20221024,9호선,고속터미널,13377,17561
20221024,3호선,고속터미널,42758,41500
20221024,9호선,국회의사당,17598,18517
20221024,9호선,김포공항,7295,11063
20221024,5호선,김포공항,7403,7312
20221024,3호선,도곡,5608,5653
20221024,1호선,동대문,11604,11129
20221024,2호선,뚝섬,23272,24898
20221024,4호선,사당,26674,22605
20221024,2호선,사당,39141,42921
20221024,1호선,서울역,52086,50671
20221024,신림선,서울지방병무청,2757,2973
20221024,2호선,서초,23411,22601
20221024,분당선,수서,15069,15400
20221024,3호선,수서,18214,19036
20221024,1호선,시청,25980,26138
20221024,2호선,신도림,50206,49621
20221024,경부선,신도림,4373,4502
20221024,경부선,영등포,38936,40109
20221024,5호선,올림픽공원(한국체대),5020,4354
20221024,5호선,왕십리(성동구청),4686,5243
20221024,1호선,청량리(서울시립대입구),20615,20629
20221024,4호선,혜화,33385,33462
20221024,2호선,홍대입구,58323,60797
20221023,경부선,가산디지털단지,5613,7689
20221023,7호선,가산디지털단지,13112,11779
20221023,2호선,강남,35186,33713
20221023,7호선,강남구청,6753,7510
20221023,7호선,건대입구,7785,8595
20221023,2호선,건대입구,27228,28044
20221023,3호선,고속터미널,49547,45914
20221023,9호선,고속터미널,13988,19859
20221023,7호선,고속터미널,15698,9616
20221023,9호선,국회의사당,6106,5716
20221023,9호선,김포공항,7171,10798
20221023,5호선,김포공항,6977,7092
20221023,3호선,도곡,2127,2367
20221023,1호선,동대문,11255,11831
20221023,2호선,뚝섬,13125,12802
20221023,4호선,사당,19239,17711
20221023,2호선,사당,27078,29942
20221023,1호선,서울역,36000,35934
20221023,신림선,서울지방병무청,1417,1677
20221023,2호선,서초,13715,12961
20221023,3호선,수서,12006,12137
20221023,분당선,수서,9663,9310
20221023,1호선,시청,14454,14554
20221023,경부선,신도림,2682,2956
20221023,2호선,신도림,33534,34075
20221023,경부선,영등포,37290,36534
20221023,5호선,올림픽공원(한국체대),3840,4443
20221023,5호선,왕십리(성동구청),2720,3133
20221023,1호선,청량리(서울시립대입구),14723,14931
20221023,4호선,혜화,26548,27841
20221023,2호선,홍대입구,59761,59904
